image_id,width,height,label,x,y,w,h
maksssksksss723,960.0,960.0,0.0,0.28375,0.06637168,0.0175,0.03539823
maksssksksss723,960.0,960.0,0.0,0.33625,0.07964602,0.0175,0.03539823
maksssksksss723,960.0,960.0,0.0,0.425,0.050884955,0.02,0.030973451
maksssksksss723,960.0,960.0,1.0,0.81875,0.1880531,0.0275,0.03982301
maksssksksss723,960.0,960.0,1.0,0.68375,0.06637168,0.0225,0.044247787
maksssksksss723,960.0,960.0,0.0,0.59125,0.048672568,0.0175,0.044247787
maksssksksss723,960.0,960.0,0.0,0.61875,0.017699115,0.0125,0.026548672
maksssksksss723,960.0,960.0,1.0,0.37375,0.117256634,0.0225,0.048672568
maksssksksss723,960.0,960.0,1.0,0.37125,0.18362832,0.0375,0.10176991
maksssksksss680,960.0,960.0,1.0,0.09,0.33146068,0.04,0.09363296
maksssksksss680,960.0,960.0,1.0,0.41875,0.2846442,0.0425,0.074906364
maksssksksss680,960.0,960.0,1.0,0.45,0.16292135,0.03,0.07116105
maksssksksss680,960.0,960.0,1.0,0.525,0.18726592,0.04,0.08239701
maksssksksss680,960.0,960.0,0.0,0.605,0.1835206,0.035,0.059925094
maksssksksss680,960.0,960.0,2.0,0.64375,0.20224719,0.0425,0.08239701
maksssksksss680,960.0,960.0,1.0,0.76,0.17790262,0.04,0.06367041
maksssksksss680,960.0,960.0,1.0,0.8475,0.2247191,0.035,0.06741573
maksssksksss680,960.0,960.0,1.0,0.95375,0.20786516,0.0325,0.056179777
maksssksksss680,960.0,960.0,2.0,0.98375,0.20786516,0.0325,0.07116105
maksssksksss694,960.0,960.0,1.0,0.2725,0.31785715,0.04,0.057142857
maksssksksss694,960.0,960.0,1.0,0.405,0.3875,0.035,0.05357143
maksssksksss694,960.0,960.0,1.0,0.5875,0.36785713,0.02,0.057142857
maksssksksss694,960.0,960.0,1.0,0.70125,0.45,0.0325,0.035714287
maksssksksss694,960.0,960.0,1.0,0.75125,0.4,0.0325,0.057142857
maksssksksss694,960.0,960.0,1.0,0.93,0.4732143,0.025,0.046428572
maksssksksss119,960.0,960.0,1.0,0.17,0.366782,0.07,0.096885815
maksssksksss119,960.0,960.0,1.0,0.35625,0.20415226,0.0525,0.08304498
maksssksksss119,960.0,960.0,1.0,0.6375,0.37889272,0.065,0.10726643
maksssksksss119,960.0,960.0,1.0,0.65,0.19896194,0.03,0.044982698
maksssksksss119,960.0,960.0,1.0,0.6725,0.29584774,0.03,0.044982698
maksssksksss119,960.0,960.0,0.0,0.79,0.3252595,0.07,0.089965396
maksssksksss119,960.0,960.0,0.0,0.91125,0.19377163,0.0625,0.076124564
maksssksksss643,960.0,960.0,1.0,0.51,0.5125,0.365,0.395
maksssksksss125,960.0,960.0,0.0,0.55481726,0.5375,0.3255814,0.32
maksssksksss131,960.0,960.0,1.0,0.21875,0.32771537,0.1125,0.1835206
maksssksksss131,960.0,960.0,1.0,0.36625,0.20037453,0.0975,0.16853933
maksssksksss131,960.0,960.0,0.0,0.67625,0.26404494,0.0675,0.11610487
maksssksksss131,960.0,960.0,1.0,0.75625,0.32397005,0.0925,0.15355805
maksssksksss131,960.0,960.0,0.0,0.68375,0.54681647,0.1075,0.15730338
maksssksksss131,960.0,960.0,1.0,0.885,0.39138576,0.045,0.086142324
maksssksksss131,960.0,960.0,0.0,0.615,0.32397005,0.05,0.09363296
maksssksksss131,960.0,960.0,0.0,0.56625,0.27340823,0.0525,0.074906364
maksssksksss657,960.0,960.0,1.0,0.0825,0.24719101,0.035,0.059925094
maksssksksss657,960.0,960.0,1.0,0.1725,0.252809,0.04,0.07116105
maksssksksss657,960.0,960.0,0.0,0.22375,0.20037453,0.0275,0.041198503
maksssksksss657,960.0,960.0,0.0,0.255,0.15917604,0.04,0.056179777
maksssksksss657,960.0,960.0,0.0,0.355,0.19662921,0.045,0.06367041
maksssksksss657,960.0,960.0,1.0,0.50375,0.23782772,0.0525,0.09363296
maksssksksss657,960.0,960.0,2.0,0.53625,0.18164794,0.0225,0.056179777
maksssksksss657,960.0,960.0,0.0,0.59875,0.17977528,0.0425,0.06741573
maksssksksss657,960.0,960.0,2.0,0.66,0.16853933,0.045,0.06741573
maksssksksss657,960.0,960.0,1.0,0.82375,0.14794007,0.0575,0.101123594
maksssksksss657,960.0,960.0,1.0,0.75125,0.12734082,0.0275,0.04494382
maksssksksss657,960.0,960.0,1.0,0.72,0.19662921,0.025,0.041198503
maksssksksss657,960.0,960.0,0.0,0.06,0.16853933,0.03,0.052434456
maksssksksss482,960.0,960.0,0.0,0.29069766,0.7625,0.3156146,0.295
maksssksksss496,960.0,960.0,2.0,0.5037453,0.38,0.37078652,0.275
maksssksksss469,960.0,960.0,1.0,0.51125,0.4614094,0.1925,0.25167784
maksssksksss469,960.0,960.0,1.0,0.71125,0.49832216,0.1525,0.15771812
maksssksksss15,960.0,960.0,1.0,0.47668394,0.44625,0.34196892,0.1725
maksssksksss15,960.0,960.0,1.0,0.5181347,0.87,0.1865285,0.09
maksssksksss327,960.0,960.0,0.0,0.1025,0.390681,0.115,0.17921147
maksssksksss327,960.0,960.0,0.0,0.10875,0.79928315,0.1275,0.16487455
maksssksksss327,960.0,960.0,0.0,0.32625,0.21326165,0.0925,0.09677419
maksssksksss327,960.0,960.0,1.0,0.65875,0.5788531,0.1325,0.17562725
maksssksksss327,960.0,960.0,0.0,0.75,0.14874552,0.11,0.17562725
maksssksksss327,960.0,960.0,0.0,0.90875,0.4265233,0.1075,0.15053764
maksssksksss327,960.0,960.0,0.0,0.92375,0.8458781,0.1175,0.12903225
maksssksksss441,960.0,960.0,1.0,0.105,0.68045115,0.125,0.18796992
maksssksksss441,960.0,960.0,1.0,0.32625,0.56954885,0.1425,0.23684211
maksssksksss441,960.0,960.0,1.0,0.59125,0.56766915,0.1525,0.2556391
maksssksksss455,960.0,960.0,0.0,0.56478405,0.74375,0.3654485,0.3775
maksssksksss29,960.0,960.0,1.0,0.2125,0.45254236,0.175,0.2542373
maksssksksss29,960.0,960.0,2.0,0.635,0.40677965,0.155,0.26440677
maksssksksss29,960.0,960.0,2.0,0.77375,0.2677966,0.1525,0.23728813
maksssksksss333,960.0,960.0,1.0,0.4269103,0.66625,0.3488372,0.3175
maksssksksss28,960.0,960.0,1.0,0.34375,0.19833334,0.1625,0.24333334
maksssksksss454,960.0,960.0,1.0,0.4975,0.5539568,0.28,0.41007194
maksssksksss332,960.0,960.0,1.0,0.37873754,0.665,0.34551495,0.265
maksssksksss326,960.0,960.0,1.0,0.5157068,0.28625,0.17277487,0.1875
maksssksksss326,960.0,960.0,1.0,0.61256546,0.37375,0.21989529,0.1675
maksssksksss440,960.0,960.0,1.0,0.22875,0.16,0.0525,0.09777778
maksssksksss440,960.0,960.0,2.0,0.26875,0.17777778,0.0325,0.08888889
maksssksksss440,960.0,960.0,1.0,0.32,0.24444444,0.03,0.062222224
maksssksksss440,960.0,960.0,1.0,0.4125,0.23777778,0.035,0.06666667
maksssksksss440,960.0,960.0,1.0,0.5,0.28,0.08,0.12444445
maksssksksss440,960.0,960.0,1.0,0.61625,0.22222222,0.0325,0.08888889
maksssksksss440,960.0,960.0,1.0,0.7825,0.18,0.05,0.10222222
maksssksksss440,960.0,960.0,2.0,0.905,0.18,0.045,0.093333334
maksssksksss14,960.0,960.0,0.0,0.6495017,0.63875,0.28903654,0.3175
maksssksksss497,960.0,960.0,1.0,0.50664455,0.69625,0.2757475,0.2625
maksssksksss483,960.0,960.0,1.0,0.34,0.25093633,0.105,0.14981273
maksssksksss483,960.0,960.0,1.0,0.52125,0.411985,0.1125,0.14981273
maksssksksss483,960.0,960.0,1.0,0.8175,0.23595506,0.1,0.15730338
maksssksksss483,960.0,960.0,0.0,0.1975,0.27153558,0.05,0.06367041
maksssksksss130,960.0,960.0,2.0,0.07981928,0.31375,0.11746988,0.1075
maksssksksss130,960.0,960.0,2.0,0.5572289,0.2125,0.13855422,0.135
maksssksksss130,960.0,960.0,0.0,0.9578313,0.295,0.084337346,0.115
maksssksksss130,960.0,960.0,0.0,0.6340361,0.28875,0.07530121,0.1025
maksssksksss656,960.0,960.0,1.0,0.08625,0.27142859,0.0425,0.08571429
maksssksksss656,960.0,960.0,1.0,0.1675,0.31836733,0.05,0.073469386
maksssksksss656,960.0,960.0,1.0,0.30125,0.23673469,0.0275,0.057142857
maksssksksss656,960.0,960.0,1.0,0.35625,0.29795918,0.0475,0.09795918
maksssksksss656,960.0,960.0,1.0,0.3725,0.2387755,0.03,0.06122449
maksssksksss656,960.0,960.0,1.0,0.4075,0.27959183,0.04,0.07755102
maksssksksss656,960.0,960.0,1.0,0.455,0.477551,0.05,0.08163265
maksssksksss656,960.0,960.0,1.0,0.435,0.25714287,0.015,0.057142857
maksssksksss656,960.0,960.0,1.0,0.47875,0.2755102,0.0275,0.06122449
maksssksksss656,960.0,960.0,1.0,0.5275,0.27142859,0.03,0.06938776
maksssksksss656,960.0,960.0,1.0,0.56125,0.27755103,0.0425,0.08163265
maksssksksss656,960.0,960.0,1.0,0.61375,0.30612245,0.0375,0.06530612
maksssksksss656,960.0,960.0,1.0,0.65125,0.33265308,0.0375,0.07755102
maksssksksss656,960.0,960.0,1.0,0.71375,0.35510203,0.0525,0.08163265
maksssksksss656,960.0,960.0,1.0,0.72125,0.21836735,0.0225,0.053061225
maksssksksss656,960.0,960.0,1.0,0.77,0.25918368,0.035,0.06938776
maksssksksss656,960.0,960.0,0.0,0.8075,0.25918368,0.035,0.06122449
maksssksksss656,960.0,960.0,1.0,0.84,0.2510204,0.02,0.04489796
maksssksksss656,960.0,960.0,1.0,0.8825,0.24081632,0.04,0.06530612
maksssksksss656,960.0,960.0,1.0,0.93875,0.25918368,0.0475,0.07755102
maksssksksss642,960.0,960.0,1.0,0.375,0.105,0.17857143,0.165
maksssksksss642,960.0,960.0,1.0,0.63492066,0.3225,0.17460318,0.145
maksssksksss468,960.0,960.0,1.0,0.5232558,0.52125,0.3820598,0.3225
maksssksksss124,960.0,960.0,1.0,0.2925,0.6457565,0.13,0.21402214
maksssksksss124,960.0,960.0,1.0,0.66125,0.5682657,0.1275,0.20664206
maksssksksss124,960.0,960.0,1.0,0.97125,0.5848709,0.0525,0.09225092
maksssksksss124,960.0,960.0,0.0,0.02625,0.67527676,0.0475,0.09594096
maksssksksss124,960.0,960.0,0.0,0.86625,0.5590406,0.0675,0.13653137
maksssksksss118,960.0,960.0,1.0,0.3925,0.36516854,0.095,0.13857678
maksssksksss118,960.0,960.0,1.0,0.59,0.33146068,0.095,0.13857678
maksssksksss695,960.0,960.0,1.0,0.7925,0.7284644,0.1,0.15355805
maksssksksss695,960.0,960.0,0.0,0.83625,0.5262172,0.0775,0.11610487
maksssksksss695,960.0,960.0,0.0,0.44875,0.5599251,0.0775,0.11610487
maksssksksss695,960.0,960.0,1.0,0.52375,0.6985019,0.1025,0.14606741
maksssksksss695,960.0,960.0,1.0,0.96,0.5486891,0.06,0.086142324
maksssksksss695,960.0,960.0,1.0,0.18875,0.6310862,0.0825,0.15355805
maksssksksss695,960.0,960.0,1.0,0.0775,0.5093633,0.055,0.08988764
maksssksksss695,960.0,960.0,1.0,0.2675,0.5861423,0.045,0.101123594
maksssksksss695,960.0,960.0,1.0,0.35375,0.53370786,0.0525,0.07865169
maksssksksss695,960.0,960.0,1.0,0.39375,0.49250937,0.0575,0.10861423
maksssksksss695,960.0,960.0,1.0,0.52,0.48876405,0.06,0.09363296
maksssksksss695,960.0,960.0,1.0,0.57,0.48876405,0.04,0.07116105
maksssksksss695,960.0,960.0,1.0,0.615,0.39513108,0.03,0.056179777
maksssksksss695,960.0,960.0,1.0,0.72875,0.35955057,0.0425,0.052434456
maksssksksss695,960.0,960.0,0.0,0.3,0.49438202,0.04,0.074906364
maksssksksss695,960.0,960.0,1.0,0.1225,0.41385767,0.035,0.056179777
maksssksksss695,960.0,960.0,1.0,0.375,0.3895131,0.045,0.06741573
maksssksksss695,960.0,960.0,0.0,0.47375,0.34082398,0.0325,0.052434456
maksssksksss695,960.0,960.0,1.0,0.5175,0.31835207,0.015,0.037453182
maksssksksss695,960.0,960.0,1.0,0.64375,0.3127341,0.0175,0.033707865
maksssksksss695,960.0,960.0,1.0,0.42625,0.33707866,0.0225,0.037453182
maksssksksss695,960.0,960.0,1.0,0.255,0.29962546,0.02,0.029962547
maksssksksss695,960.0,960.0,1.0,0.6875,0.37265918,0.035,0.04868914
maksssksksss695,960.0,960.0,1.0,0.58,0.42883894,0.03,0.056179777
maksssksksss695,960.0,960.0,1.0,0.91625,0.3164794,0.0225,0.041198503
maksssksksss695,960.0,960.0,1.0,0.96125,0.3071161,0.0225,0.04494382
maksssksksss695,960.0,960.0,1.0,0.78375,0.35018727,0.0175,0.033707865
maksssksksss695,960.0,960.0,1.0,0.94,0.30337077,0.02,0.037453182
maksssksksss681,960.0,960.0,1.0,0.50332224,0.63125,0.46843854,0.3925
maksssksksss722,960.0,960.0,1.0,0.07,0.3670412,0.045,0.06741573
maksssksksss722,960.0,960.0,1.0,0.13625,0.34082398,0.0475,0.08988764
maksssksksss722,960.0,960.0,1.0,0.2625,0.34082398,0.04,0.074906364
maksssksksss722,960.0,960.0,1.0,0.46,0.34269664,0.045,0.086142324
maksssksksss722,960.0,960.0,1.0,0.41,0.34082398,0.03,0.059925094
maksssksksss722,960.0,960.0,1.0,0.5425,0.3764045,0.035,0.056179777
maksssksksss722,960.0,960.0,1.0,0.62,0.36891386,0.02,0.041198503
maksssksksss722,960.0,960.0,1.0,0.69375,0.3576779,0.0425,0.06367041
maksssksksss722,960.0,960.0,1.0,0.7875,0.3576779,0.035,0.056179777
maksssksksss736,960.0,960.0,1.0,0.47940075,0.145,0.10486891,0.09
maksssksksss736,960.0,960.0,1.0,0.7565543,0.195,0.1423221,0.105
maksssksksss520,960.0,960.0,1.0,0.3255814,0.59625,0.37209302,0.3275
maksssksksss246,960.0,960.0,1.0,0.63,0.38125,0.07,0.1
maksssksksss246,960.0,960.0,1.0,0.505,0.4375,0.05,0.0625
maksssksksss246,960.0,960.0,1.0,0.1125,0.1609375,0.12,0.165625
maksssksksss246,960.0,960.0,1.0,0.85,0.4859375,0.02,0.028125
maksssksksss252,960.0,960.0,1.0,0.4025,0.4216418,0.26,0.35820895
maksssksksss534,960.0,960.0,1.0,0.06875,0.5992509,0.0325,0.059925094
maksssksksss534,960.0,960.0,1.0,0.15625,0.54307115,0.0175,0.037453182
maksssksksss534,960.0,960.0,1.0,0.195,0.62734085,0.035,0.04868914
maksssksksss534,960.0,960.0,1.0,0.305,0.5093633,0.05,0.08988764
maksssksksss534,960.0,960.0,1.0,0.43125,0.5992509,0.0375,0.08239701
maksssksksss534,960.0,960.0,1.0,0.58625,0.5599251,0.0325,0.056179777
maksssksksss534,960.0,960.0,1.0,0.61875,0.53932583,0.0175,0.029962547
maksssksksss534,960.0,960.0,0.0,0.6575,0.5411985,0.015,0.026217228
maksssksksss534,960.0,960.0,1.0,0.74,0.59737825,0.035,0.04868914
maksssksksss534,960.0,960.0,2.0,0.8875,0.53370786,0.045,0.07865169
maksssksksss534,960.0,960.0,1.0,0.775,0.5318352,0.015,0.02247191
maksssksksss508,960.0,960.0,1.0,0.26875,0.56041664,0.1925,0.32083333
maksssksksss508,960.0,960.0,1.0,0.5625,0.29375,0.145,0.27083334
maksssksksss508,960.0,960.0,1.0,0.715,0.52916664,0.165,0.30833334
maksssksksss508,960.0,960.0,1.0,0.86125,0.4125,0.0925,0.18333334
maksssksksss285,960.0,960.0,1.0,0.34375,0.6254682,0.3575,0.5093633
maksssksksss291,960.0,960.0,1.0,0.55813956,0.7725,0.21262458,0.25
maksssksksss287,960.0,960.0,1.0,0.24625,0.43875,0.3175,0.3475
maksssksksss287,960.0,960.0,1.0,0.76125,0.48625,0.2825,0.2975
maksssksksss293,960.0,960.0,1.0,0.07,0.4584775,0.115,0.21107267
maksssksksss293,960.0,960.0,1.0,0.4275,0.53979236,0.14,0.18685122
maksssksksss293,960.0,960.0,1.0,0.73125,0.316609,0.1275,0.1764706
maksssksksss293,960.0,960.0,1.0,0.24375,0.34429064,0.1375,0.183391
maksssksksss278,960.0,960.0,1.0,0.78625,0.31666666,0.0975,0.13333334
maksssksksss278,960.0,960.0,1.0,0.52625,0.345,0.0625,0.083333336
maksssksksss278,960.0,960.0,1.0,0.59125,0.25833333,0.0575,0.083333336
maksssksksss278,960.0,960.0,1.0,0.335,0.33333334,0.075,0.1
maksssksksss244,960.0,960.0,0.0,0.18625,0.490458,0.1075,0.15648855
maksssksksss244,960.0,960.0,1.0,0.495,0.3816794,0.135,0.22900763
maksssksksss244,960.0,960.0,0.0,0.89375,0.3129771,0.2125,0.36641222
maksssksksss522,960.0,960.0,0.0,0.033707865,0.48125,0.059925094,0.0925
maksssksksss522,960.0,960.0,0.0,0.4906367,0.395,0.1423221,0.12
maksssksksss522,960.0,960.0,0.0,0.5093633,0.51375,0.08988764,0.0625
maksssksksss536,960.0,960.0,1.0,0.50498337,0.55625,0.29900333,0.3225
maksssksksss250,960.0,960.0,1.0,0.5025,0.32022473,0.105,0.1610487
maksssksksss250,960.0,960.0,0.0,0.25375,0.31460676,0.0825,0.1423221
maksssksksss250,960.0,960.0,0.0,0.36125,0.18726592,0.0475,0.10486891
maksssksksss250,960.0,960.0,2.0,0.10625,0.23782772,0.0825,0.1610487
maksssksksss250,960.0,960.0,2.0,0.9075,0.21910113,0.11,0.19850187
maksssksksss708,960.0,960.0,1.0,0.06875,0.38260868,0.1325,0.42608696
maksssksksss708,960.0,960.0,1.0,0.415,0.4347826,0.16,0.33043477
maksssksksss708,960.0,960.0,1.0,0.60625,0.41956523,0.1675,0.32608697
maksssksksss720,960.0,960.0,1.0,0.1375,0.4841629,0.08,0.30769232
maksssksksss720,960.0,960.0,1.0,0.28125,0.6334842,0.1125,0.27149323
maksssksksss720,960.0,960.0,1.0,0.50625,0.4524887,0.1375,0.24434389
maksssksksss720,960.0,960.0,1.0,0.66,0.5972851,0.13,0.28959277
maksssksksss720,960.0,960.0,1.0,0.86625,0.25339368,0.0975,0.18099548
maksssksksss734,960.0,960.0,1.0,0.30375,0.32,0.1425,0.2488889
maksssksksss697,960.0,960.0,1.0,0.235,0.49833333,0.275,0.44333333
maksssksksss697,960.0,960.0,1.0,0.75875,0.55,0.3225,0.46666667
maksssksksss683,960.0,960.0,1.0,0.52,0.37625,0.4,0.3175
maksssksksss668,960.0,960.0,1.0,0.2475083,0.7525,0.24252492,0.265
maksssksksss654,960.0,960.0,1.0,0.5505618,0.33125,0.44194758,0.3125
maksssksksss132,960.0,960.0,2.0,0.48366013,0.3175,0.27450982,0.275
maksssksksss126,960.0,960.0,1.0,0.49438202,0.18625,0.19475655,0.1475
maksssksksss126,960.0,960.0,1.0,0.7659176,0.1875,0.07865169,0.065
maksssksksss126,960.0,960.0,0.0,0.923221,0.12375,0.15355805,0.2375
maksssksksss640,960.0,960.0,1.0,0.1225,0.36190477,0.14,0.26666668
maksssksksss640,960.0,960.0,1.0,0.35125,0.5119048,0.1125,0.22380953
maksssksksss640,960.0,960.0,1.0,0.4325,0.6166667,0.08,0.15714286
maksssksksss640,960.0,960.0,1.0,0.4675,0.3809524,0.075,0.14285715
maksssksksss640,960.0,960.0,1.0,0.54375,0.60238093,0.1125,0.22380953
maksssksksss640,960.0,960.0,1.0,0.7025,0.7190476,0.105,0.20952381
maksssksksss640,960.0,960.0,1.0,0.74625,0.26904762,0.0775,0.13809524
maksssksksss640,960.0,960.0,2.0,0.95375,0.48809522,0.0875,0.17619048
maksssksksss495,960.0,960.0,0.0,0.03375,0.32,0.0625,0.22222222
maksssksksss495,960.0,960.0,2.0,0.26375,0.2711111,0.1425,0.3288889
maksssksksss495,960.0,960.0,1.0,0.33375,0.8844444,0.1725,0.22222222
maksssksksss495,960.0,960.0,0.0,0.4925,0.42,0.135,0.2711111
maksssksksss495,960.0,960.0,1.0,0.61375,0.42444444,0.1075,0.22666667
maksssksksss495,960.0,960.0,0.0,0.755,0.40666667,0.14,0.2711111
maksssksksss495,960.0,960.0,1.0,0.80875,0.9177778,0.1625,0.15555556
maksssksksss495,960.0,960.0,1.0,0.89625,0.6622222,0.1475,0.28444445
maksssksksss495,960.0,960.0,0.0,0.925,0.32222223,0.095,0.17333333
maksssksksss481,960.0,960.0,1.0,0.06,0.36516854,0.055,0.07865169
maksssksksss481,960.0,960.0,1.0,0.13,0.39325842,0.065,0.09737828
maksssksksss481,960.0,960.0,1.0,0.26875,0.40262172,0.0475,0.07116105
maksssksksss481,960.0,960.0,1.0,0.55375,0.3071161,0.0675,0.11235955
maksssksksss481,960.0,960.0,1.0,0.415,0.35580525,0.03,0.052434456
maksssksksss16,960.0,960.0,1.0,0.32225913,0.715,0.3255814,0.295
maksssksksss318,960.0,960.0,1.0,0.815,0.32522124,0.055,0.12831858
maksssksksss318,960.0,960.0,1.0,0.565,0.2920354,0.07,0.123893805
maksssksksss318,960.0,960.0,0.0,0.36875,0.32079646,0.0575,0.119469024
maksssksksss318,960.0,960.0,0.0,0.145,0.40044248,0.04,0.07522124
maksssksksss318,960.0,960.0,0.0,0.25375,0.27876106,0.0275,0.07079646
maksssksksss318,960.0,960.0,0.0,0.09875,0.30309734,0.0375,0.06637168
maksssksksss318,960.0,960.0,0.0,0.445,0.36725664,0.03,0.053097345
maksssksksss330,960.0,960.0,1.0,0.1,0.31,0.08,0.093333334
maksssksksss330,960.0,960.0,1.0,0.27125,0.205,0.0825,0.11666667
maksssksksss330,960.0,960.0,1.0,0.46125,0.275,0.0925,0.11666667
maksssksksss330,960.0,960.0,1.0,0.78375,0.22833334,0.1475,0.19666667
maksssksksss456,960.0,960.0,1.0,0.50375,0.35166666,0.1525,0.23666666
maksssksksss442,960.0,960.0,0.0,0.50498337,0.5975,0.41860464,0.35
maksssksksss324,960.0,960.0,1.0,0.46312684,0.5,0.39528024,0.385
maksssksksss443,960.0,960.0,0.0,0.45847178,0.52375,0.3255814,0.2725
maksssksksss325,960.0,960.0,1.0,0.48125,0.2790262,0.0775,0.123595506
