image_id,width,height,label,x,y,w,h
101,960.0,960.0,1.0,0.644922,0.6875,0.083594,0.141667
101,960.0,960.0,1.0,0.596094,0.422917,0.054688,0.090278
115,960.0,960.0,0.0,0.405859,0.697917,0.0648438,0.0986111
840,960.0,960.0,1.0,0.518558,0.629505,0.053022,0.213964
698,960.0,960.0,0.0,0.253516,0.746528,0.074219,0.201389
854,960.0,960.0,1.0,0.519141,0.511806,0.042969,0.1125
14,960.0,960.0,0.0,0.505469,0.544444,0.0625,0.108333
14,960.0,960.0,0.0,0.959766,0.629167,0.021094,0.061111
868,960.0,960.0,1.0,0.502734,0.288889,0.041406,0.094444
713,960.0,960.0,1.0,0.932422,0.547917,0.042969,0.131944
28,960.0,960.0,1.0,0.303906,0.565278,0.0625,0.102778
934,960.0,960.0,1.0,0.615234,0.381944,0.047656,0.111111
920,960.0,960.0,1.0,0.528125,0.317361,0.042188,0.090278
920,960.0,960.0,1.0,0.419922,0.138194,0.035156,0.081944
920,960.0,960.0,1.0,0.644531,0.507639,0.034375,0.081944
920,960.0,960.0,0.0,0.778516,0.120833,0.022656,0.047222
908,960.0,960.0,0.0,0.66875,0.299306,0.045312,0.095833
908,960.0,960.0,0.0,0.878516,0.045833,0.022656,0.033333
539,960.0,960.0,0.0,0.255859,0.447222,0.049219,0.083333
539,960.0,960.0,0.0,0.036719,0.738194,0.034375,0.140278
277,960.0,960.0,2.0,0.441802,0.627599,0.095119,0.200378
505,960.0,960.0,1.0,0.371875,0.413194,0.070312,0.126389
263,960.0,960.0,0.0,0.058203,0.699306,0.064844,0.1375
288,960.0,960.0,1.0,0.376386,0.616438,0.069845,0.176125
513,960.0,960.0,1.0,0.730859,0.322222,0.039844,0.1
275,960.0,960.0,1.0,0.451389,0.497243,0.135417,0.181985
261,960.0,960.0,1.0,0.683203,0.420833,0.046094,0.097222
261,960.0,960.0,1.0,0.128906,0.843056,0.073438,0.130556
507,960.0,960.0,1.0,0.505469,0.31875,0.045312,0.079167
507,960.0,960.0,1.0,0.728906,0.467361,0.04375,0.123611
249,960.0,960.0,1.0,0.479615,0.63245,0.089468,0.161148
936,960.0,960.0,1.0,0.478516,0.195139,0.053906,0.095833
936,960.0,960.0,1.0,0.897656,0.405556,0.021875,0.069444
922,960.0,960.0,1.0,0.855469,0.352083,0.046875,0.098611
922,960.0,960.0,0.0,0.783594,0.122222,0.020313,0.041667
705,960.0,960.0,1.0,0.726172,0.38125,0.039844,0.098611
739,960.0,960.0,1.0,0.765234,0.5,0.041406,0.108333
842,960.0,960.0,1.0,0.379673,0.332673,0.079439,0.205941
16,960.0,960.0,0.0,0.487891,0.36875,0.047656,0.0875
16,960.0,960.0,0.0,0.978906,0.647222,0.025,0.058333
856,960.0,960.0,1.0,0.973437,0.419444,0.0375,0.075
856,960.0,960.0,0.0,0.016406,0.289583,0.023438,0.040278
103,960.0,960.0,1.0,0.123047,0.594444,0.0585938,0.116667
665,960.0,960.0,0.0,0.491797,0.452083,0.046094,0.0875
665,960.0,960.0,0.0,0.920703,0.243056,0.022656,0.038889
671,960.0,960.0,2.0,0.070312,0.66875,0.059375,0.104167
671,960.0,960.0,0.0,0.891797,0.24375,0.017969,0.0375
881,960.0,960.0,1.0,0.327734,0.184722,0.039844,0.088889
659,960.0,960.0,1.0,0.629297,0.297917,0.049219,0.134722
659,960.0,960.0,1.0,0.791797,0.624306,0.061719,0.109722
895,960.0,960.0,1.0,0.373437,0.840972,0.060937,0.109722
301,960.0,960.0,1.0,0.686869,0.757336,0.112554,0.209932
467,960.0,960.0,2.0,0.4375,0.328472,0.060937,0.079167
467,960.0,960.0,0.0,0.389062,0.513194,0.057813,0.095833
315,960.0,960.0,1.0,0.505078,0.172222,0.049219,0.075
315,960.0,960.0,1.0,0.884766,0.013194,0.013281,0.023611
473,960.0,960.0,1.0,0.420703,0.379861,0.057031,0.123611
329,960.0,960.0,1.0,0.557031,0.331944,0.046875,0.0722222
328,960.0,960.0,2.0,0.387891,0.504167,0.058594,0.105556
314,960.0,960.0,1.0,0.498437,0.127778,0.042188,0.058333
314,960.0,960.0,1.0,0.885156,0.013889,0.015625,0.025
314,960.0,960.0,0.0,0.991406,0.046528,0.014063,0.026389
472,960.0,960.0,1.0,0.161719,0.422917,0.046875,0.090278
300,960.0,960.0,1.0,0.664482,0.463563,0.096986,0.194332
499,960.0,960.0,1.0,0.042578,0.4125,0.042969,0.091667
894,960.0,960.0,0.0,0.826562,0.663889,0.045312,0.116667
658,960.0,960.0,2.0,0.142969,0.414583,0.048438,0.120833
658,960.0,960.0,0.0,0.063281,0.581944,0.040625,0.108333
658,960.0,960.0,1.0,0.132031,0.780556,0.051562,0.15
880,960.0,960.0,1.0,0.746484,0.404167,0.044531,0.125
670,960.0,960.0,0.0,0.251953,0.436111,0.047656,0.086111
670,960.0,960.0,0.0,0.896875,0.252778,0.020313,0.038889
116,960.0,960.0,1.0,0.450781,0.472222,0.040625,0.088889
102,960.0,960.0,1.0,0.630078,0.349306,0.063281,0.118056
664,960.0,960.0,0.0,0.892187,0.229861,0.01875,0.0319444
664,960.0,960.0,1.0,0.780859,0.790972,0.0554687,0.0875
857,960.0,960.0,1.0,0.969531,0.419444,0.039062,0.075
857,960.0,960.0,0.0,0.015625,0.288889,0.021875,0.033333
17,960.0,960.0,1.0,0.424609,0.602083,0.069531,0.115278
843,960.0,960.0,0.0,0.21503,0.424552,0.042572,0.184143
843,960.0,960.0,1.0,0.807993,0.676471,0.046916,0.217391
738,960.0,960.0,2.0,0.755078,0.429861,0.044531,0.126389
704,960.0,960.0,0.0,0.151953,0.645833,0.058594,0.122222
710,960.0,960.0,0.0,0.328906,0.661111,0.05625,0.144444
923,960.0,960.0,1.0,0.40625,0.135417,0.035937,0.073611
923,960.0,960.0,0.0,0.779297,0.115278,0.022656,0.036111
937,960.0,960.0,0.0,0.369531,0.603472,0.04375,0.101389
937,960.0,960.0,0.0,0.783984,0.111806,0.021094,0.045833
937,960.0,960.0,1.0,0.844141,0.022222,0.022656,0.041667
937,960.0,960.0,1.0,0.683203,0.029861,0.022656,0.0375
248,960.0,960.0,1.0,0.670732,0.539832,0.059867,0.15304
506,960.0,960.0,1.0,0.421484,0.48125,0.066406,0.134722
260,960.0,960.0,1.0,0.128125,0.729167,0.05,0.119444
1055,960.0,960.0,2.0,0.632812,0.728472,0.046875,0.129167
258,960.0,960.0,1.0,0.401172,0.757639,0.063281,0.120833
270,960.0,960.0,2.0,0.834963,0.504658,0.085575,0.130435
516,960.0,960.0,1.0,0.292969,0.446528,0.046875,0.065278
502,960.0,960.0,0.0,0.319531,0.408333,0.039062,0.080556
264,960.0,960.0,1.0,0.299065,0.594181,0.093458,0.116386
933,960.0,960.0,1.0,0.666797,0.560417,0.069531,0.134722
933,960.0,960.0,1.0,0.439453,0.075,0.019531,0.066667
927,960.0,960.0,1.0,0.566797,0.686111,0.067969,0.113889
927,960.0,960.0,1.0,0.903516,0.061806,0.027344,0.048611
927,960.0,960.0,0.0,0.878125,0.036806,0.01875,0.034722
728,960.0,960.0,0.0,0.744141,0.519444,0.046094,0.108333
714,960.0,960.0,0.0,0.570703,0.508333,0.050781,0.125
700,960.0,960.0,1.0,0.164453,0.654861,0.046094,0.109722
847,960.0,960.0,1.0,0.389453,0.765972,0.072656,0.120833
13,960.0,960.0,2.0,0.505859,0.404167,0.058594,0.116667
13,960.0,960.0,0.0,0.985156,0.611111,0.023438,0.069444
853,960.0,960.0,2.0,0.89375,0.871528,0.04375,0.115278
884,960.0,960.0,0.0,0.546094,0.292361,0.048438,0.081944
890,960.0,960.0,1.0,0.477344,0.4,0.0625,0.119444
890,960.0,960.0,0.0,0.207031,0.472222,0.057813,0.116667
890,960.0,960.0,1.0,0.69375,0.816667,0.057813,0.158333
660,960.0,960.0,0.0,0.584766,0.459028,0.033594,0.081944
660,960.0,960.0,0.0,0.845703,0.225694,0.016406,0.040278
648,960.0,960.0,1.0,0.328516,0.727083,0.078906,0.101389
648,960.0,960.0,0.0,0.161328,0.480556,0.036719,0.097222
648,960.0,960.0,0.0,0.684375,0.019444,0.0125,0.033333
106,960.0,960.0,1.0,0.771875,0.772222,0.065625,0.127778
112,960.0,960.0,1.0,0.882422,0.704167,0.058594,0.111111
489,960.0,960.0,2.0,0.339453,0.471528,0.055469,0.115278
338,960.0,960.0,1.0,0.28125,0.701389,0.0625,0.111111
304,960.0,960.0,1.0,0.767764,0.422201,0.131716,0.180266
462,960.0,960.0,1.0,0.728125,0.591667,0.070312,0.091667
476,960.0,960.0,2.0,0.482031,0.358333,0.064062,0.091667
310,960.0,960.0,1.0,0.516797,0.280556,0.050781,0.077778
477,960.0,960.0,1.0,0.473438,0.36875,0.051562,0.081944
311,960.0,960.0,1.0,0.757422,0.60625,0.053906,0.0875
305,960.0,960.0,1.0,0.679749,0.528376,0.091052,0.183953
463,960.0,960.0,1.0,0.502734,0.280556,0.053906,0.069444
339,960.0,960.0,1.0,0.850977,0.78125,0.041797,0.098611
488,960.0,960.0,1.0,0.548438,0.245139,0.04375,0.070833
113,960.0,960.0,2.0,0.625391,0.360417,0.080469,0.156944
675,960.0,960.0,1.0,0.442969,0.58125,0.045312,0.084722
661,960.0,960.0,0.0,0.569922,0.46875,0.046094,0.076389
661,960.0,960.0,0.0,0.882031,0.24375,0.020313,0.031944
649,960.0,960.0,0.0,0.275391,0.629861,0.063281,0.109722
649,960.0,960.0,1.0,0.830859,0.013889,0.019531,0.025
649,960.0,960.0,0.0,0.686328,0.01875,0.011719,0.034722
107,960.0,960.0,1.0,0.596094,0.25625,0.054688,0.106944
107,960.0,960.0,1.0,0.742578,0.675694,0.064844,0.129167
891,960.0,960.0,1.0,0.319922,0.563889,0.039844,0.111111
891,960.0,960.0,1.0,0.035547,0.416667,0.046094,0.102778
885,960.0,960.0,1.0,0.586719,0.177083,0.04375,0.079167
885,960.0,960.0,0.0,0.144922,0.15625,0.028906,0.048611
852,960.0,960.0,0.0,0.161719,0.34375,0.03125,0.048611
852,960.0,960.0,1.0,0.841016,0.90625,0.061719,0.1125
12,960.0,960.0,1.0,0.186328,0.713889,0.049219,0.102778
846,960.0,960.0,0.0,0.526316,0.415541,0.081871,0.231982
701,960.0,960.0,0.0,0.472656,0.665278,0.046875,0.127778
715,960.0,960.0,0.0,0.653125,0.625694,0.064062,0.1125
729,960.0,960.0,1.0,0.763281,0.428472,0.025,0.0958333
926,960.0,960.0,1.0,0.44375,0.774306,0.070312,0.118056
926,960.0,960.0,0.0,0.785547,0.13125,0.025781,0.048611
932,960.0,960.0,1.0,0.748047,0.335417,0.050781,0.095833
503,960.0,960.0,1.0,0.529297,0.269444,0.041406,0.080556
265,960.0,960.0,1.0,0.423214,0.453005,0.120238,0.160247
271,960.0,960.0,1.0,0.131772,0.85545,0.108346,0.109005
517,960.0,960.0,1.0,0.742578,0.396528,0.035156,0.090278
517,960.0,960.0,1.0,0.944531,0.695139,0.04375,0.131944
298,960.0,960.0,1.0,0.243369,0.485417,0.12069,0.2375
529,960.0,960.0,1.0,0.541406,0.675694,0.073438,0.093056
267,960.0,960.0,1.0,0.406444,0.374224,0.106568,0.161491
501,960.0,960.0,1.0,0.405469,0.75625,0.079687,0.143056
501,960.0,960.0,2.0,0.704297,0.852083,0.067969,0.115278
273,960.0,960.0,0.0,0.327938,0.283721,0.08753,0.089922
515,960.0,960.0,1.0,0.425781,0.345139,0.046875,0.093056
930,960.0,960.0,1.0,0.401953,0.225694,0.025781,0.076389
930,960.0,960.0,1.0,0.724609,0.300694,0.021094,0.0875
930,960.0,960.0,1.0,0.950391,0.269444,0.033594,0.072222
918,960.0,960.0,1.0,0.450781,0.198611,0.042188,0.086111
918,960.0,960.0,1.0,0.385547,0.149306,0.038281,0.056944
918,960.0,960.0,1.0,0.827344,0.36875,0.045312,0.0875
918,960.0,960.0,0.0,0.783203,0.11875,0.025781,0.054167
703,960.0,960.0,2.0,0.645312,0.55625,0.065625,0.095833
717,960.0,960.0,0.0,0.542188,0.5375,0.054688,0.116667
688,960.0,960.0,0.0,0.191797,0.574306,0.057031,0.106944
10,960.0,960.0,0.0,0.682813,0.640278,0.054688,0.091667
850,960.0,960.0,1.0,0.514844,0.372917,0.051562,0.115278
38,960.0,960.0,1.0,0.308203,0.524306,0.055469,0.140278
844,960.0,960.0,1.0,0.672727,0.601852,0.081818,0.179012
878,960.0,960.0,1.0,0.382031,0.220833,0.048438,0.119444
893,960.0,960.0,1.0,0.036719,0.478472,0.054688,0.126389
139,960.0,960.0,0.0,0.2875,0.400694,0.039062,0.079167
139,960.0,960.0,0.0,0.464453,0.469444,0.027344,0.080556
139,960.0,960.0,0.0,0.054688,0.652778,0.059375,0.108333
887,960.0,960.0,0.0,0.227344,0.424306,0.059375,0.129167
887,960.0,960.0,0.0,0.533203,0.320139,0.046094,0.115278
887,960.0,960.0,1.0,0.705078,0.427083,0.057031,0.1125
887,960.0,960.0,1.0,0.742578,0.700694,0.057031,0.165278
677,960.0,960.0,1.0,0.526172,0.325694,0.039844,0.065278
677,960.0,960.0,0.0,0.878516,0.168056,0.016406,0.044444
677,960.0,960.0,0.0,0.880078,0.121528,0.016406,0.034722
111,960.0,960.0,0.0,0.057813,0.642361,0.079687,0.145833
105,960.0,960.0,0.0,0.118359,0.581944,0.061719,0.125
449,960.0,960.0,1.0,0.021484,0.425694,0.041406,0.101389
449,960.0,960.0,1.0,0.258594,0.597917,0.025,0.098611
313,960.0,960.0,2.0,0.553906,0.869444,0.079687,0.15
313,960.0,960.0,1.0,0.883594,0.022222,0.020313,0.033333
475,960.0,960.0,1.0,0.517578,0.75,0.088281,0.122222
461,960.0,960.0,1.0,0.328516,0.320833,0.049219,0.086111
461,960.0,960.0,1.0,0.536328,0.470833,0.039844,0.094444
307,960.0,960.0,1.0,0.390625,0.364583,0.045312,0.079167
460,960.0,960.0,1.0,0.29375,0.349306,0.028125,0.093056
460,960.0,960.0,1.0,0.528906,0.44375,0.054688,0.0875
460,960.0,960.0,1.0,0.751563,0.045139,0.025,0.040278
306,960.0,960.0,1.0,0.494531,0.463194,0.067187,0.086111
306,960.0,960.0,1.0,0.908203,0.020139,0.014844,0.029167
306,960.0,960.0,2.0,0.909766,0.175694,0.028906,0.054167
306,960.0,960.0,1.0,0.977344,0.297917,0.029687,0.073611
312,960.0,960.0,1.0,0.391797,0.386111,0.046094,0.063889
312,960.0,960.0,0.0,0.989453,0.045833,0.016406,0.036111
474,960.0,960.0,1.0,0.559375,0.5125,0.059375,0.111111
448,960.0,960.0,1.0,0.031641,0.409028,0.047656,0.106944
448,960.0,960.0,1.0,0.259766,0.613194,0.021094,0.101389
104,960.0,960.0,1.0,0.723437,0.341667,0.039062,0.127778
662,960.0,960.0,0.0,0.827734,0.832639,0.052344,0.093056
662,960.0,960.0,0.0,0.882422,0.24375,0.017969,0.026389
676,960.0,960.0,0.0,0.266406,0.5375,0.0484375,0.0861111
110,960.0,960.0,1.0,0.559766,0.394444,0.036719,0.097222
110,960.0,960.0,1.0,0.716797,0.505556,0.061719,0.125
138,960.0,960.0,0.0,0.574219,0.370833,0.032813,0.088889
138,960.0,960.0,0.0,0.048828,0.628472,0.035156,0.095833
886,960.0,960.0,0.0,0.566016,0.242361,0.032031,0.076389
886,960.0,960.0,1.0,0.920312,0.494444,0.059375,0.144444
886,960.0,960.0,1.0,0.679297,0.342361,0.061719,0.104167
886,960.0,960.0,1.0,0.535937,0.825,0.090625,0.1
886,960.0,960.0,0.0,0.242969,0.118056,0.025,0.055556
892,960.0,960.0,1.0,0.626172,0.422222,0.053906,0.066667
879,960.0,960.0,2.0,0.492578,0.463889,0.041406,0.122222
39,960.0,960.0,1.0,0.744922,0.647222,0.097656,0.175
39,960.0,960.0,1.0,0.077734,0.776389,0.078906,0.138889
845,960.0,960.0,1.0,0.907252,0.846602,0.11576,0.170874
851,960.0,960.0,1.0,0.904687,0.940278,0.057813,0.097222
11,960.0,960.0,1.0,0.423438,0.402083,0.040625,0.0875
689,960.0,960.0,0.0,0.290234,0.544444,0.060156,0.1
716,960.0,960.0,0.0,0.16875,0.541667,0.070312,0.125
702,960.0,960.0,0.0,0.843359,0.674306,0.053906,0.1125
919,960.0,960.0,1.0,0.553516,0.247917,0.047656,0.090278
919,960.0,960.0,1.0,0.395703,0.222917,0.032031,0.065278
919,960.0,960.0,1.0,0.375391,0.120139,0.024219,0.070833
919,960.0,960.0,0.0,0.783203,0.122917,0.025781,0.051389
931,960.0,960.0,1.0,0.478516,0.226389,0.042969,0.086111
931,960.0,960.0,1.0,0.9,0.301389,0.045312,0.088889
925,960.0,960.0,1.0,0.454297,0.376389,0.052344,0.086111
925,960.0,960.0,0.0,0.7875,0.11875,0.03125,0.048611
514,960.0,960.0,1.0,0.433984,0.344444,0.042969,0.075
272,960.0,960.0,1.0,0.194737,0.282975,0.076023,0.096626
266,960.0,960.0,0.0,0.58566,0.202541,0.054569,0.085202
500,960.0,960.0,2.0,0.200781,0.422917,0.05,0.079167
500,960.0,960.0,1.0,0.069922,0.407639,0.042969,0.093056
528,960.0,960.0,1.0,0.509375,0.360417,0.051562,0.081944
1057,960.0,960.0,2.0,0.811328,0.41875,0.042969,0.123611
299,960.0,960.0,1.0,0.886018,0.70229,0.136778,0.129771
1030,960.0,960.0,2.0,0.801562,0.484028,0.05,0.106944
1030,960.0,960.0,0.0,0.274609,0.413194,0.041406,0.081944
598,960.0,960.0,0.0,0.440234,0.205556,0.030469,0.066667
598,960.0,960.0,1.0,0.773047,0.392361,0.047656,0.090278
201,960.0,960.0,1.0,0.618359,0.661111,0.072656,0.111111
201,960.0,960.0,1.0,0.377344,0.270833,0.0375,0.066667
201,960.0,960.0,1.0,0.442969,0.354861,0.032813,0.079167
573,960.0,960.0,1.0,0.396484,0.65,0.038281,0.097222
573,960.0,960.0,1.0,0.970703,0.665278,0.055469,0.083333
567,960.0,960.0,0.0,0.786719,0.379861,0.046875,0.076389
215,960.0,960.0,1.0,0.980078,0.55,0.032031,0.072222
215,960.0,960.0,1.0,0.024609,0.26875,0.024219,0.048611
215,960.0,960.0,1.0,0.349219,0.749306,0.054688,0.1125
229,960.0,960.0,1.0,0.384375,0.104861,0.021875,0.0375
229,960.0,960.0,1.0,0.549219,0.580556,0.04375,0.105556
229,960.0,960.0,1.0,0.41875,0.099306,0.020313,0.048611
229,960.0,960.0,1.0,0.125781,0.182639,0.01875,0.040278
942,960.0,960.0,1.0,0.058984,0.681944,0.055469,0.105556
942,960.0,960.0,1.0,0.306641,0.415278,0.033594,0.127778
956,960.0,960.0,1.0,0.560547,0.740278,0.067969,0.172222
765,960.0,960.0,1.0,0.982031,0.613889,0.0359375,0.0916667
771,960.0,960.0,0.0,0.517969,0.666667,0.05625,0.108333
771,960.0,960.0,0.0,0.047266,0.507639,0.032031,0.070833
759,960.0,960.0,1.0,0.499609,0.132639,0.024219,0.065278
759,960.0,960.0,1.0,0.421484,0.522222,0.046094,0.061111
836,960.0,960.0,2.0,0.396933,0.371538,0.087117,0.109231
188,960.0,960.0,1.0,0.344531,0.259722,0.040625,0.063889
62,960.0,960.0,2.0,0.628516,0.345833,0.050781,0.097222
62,960.0,960.0,2.0,0.403125,0.056944,0.017188,0.025
822,960.0,960.0,0.0,0.210733,0.475649,0.104712,0.116883
89,960.0,960.0,0.0,0.366406,0.290972,0.0515625,0.0652778
611,960.0,960.0,1.0,0.401172,0.317361,0.053906,0.081944
611,960.0,960.0,1.0,0.4125,0.171528,0.04375,0.065278
611,960.0,960.0,1.0,0.379688,0.13125,0.032813,0.054167
177,960.0,960.0,1.0,0.179688,0.494444,0.053125,0.105556
177,960.0,960.0,1.0,0.510938,0.575,0.039062,0.088889
177,960.0,960.0,1.0,0.783984,0.448611,0.049219,0.072222
177,960.0,960.0,1.0,0.0375,0.575,0.046875,0.116667
163,960.0,960.0,1.0,0.475,0.421528,0.04375,0.079167
605,960.0,960.0,1.0,0.573828,0.324306,0.032031,0.093056
639,960.0,960.0,0.0,0.683203,0.021528,0.017969,0.040278
639,960.0,960.0,0.0,0.775391,0.572917,0.064844,0.098611
639,960.0,960.0,1.0,0.841797,0.017361,0.022656,0.031944
375,960.0,960.0,1.0,0.444922,0.302083,0.046094,0.081944
413,960.0,960.0,1.0,0.691797,0.268056,0.044531,0.1
407,960.0,960.0,2.0,0.613672,0.24375,0.036719,0.068056
407,960.0,960.0,1.0,0.664062,0.768056,0.075,0.113889
361,960.0,960.0,1.0,0.701562,0.297222,0.0375,0.061111
349,960.0,960.0,1.0,0.749609,0.425,0.047656,0.077778
349,960.0,960.0,1.0,0.923047,0.773611,0.055469,0.088889
349,960.0,960.0,0.0,0.157031,0.341667,0.028125,0.05
348,960.0,960.0,1.0,0.753906,0.429167,0.06875,0.077778
406,960.0,960.0,0.0,0.842969,0.718056,0.0625,0.094444
360,960.0,960.0,1.0,0.677734,0.614583,0.047656,0.073611
412,960.0,960.0,1.0,0.576172,0.398611,0.047656,0.116667
412,960.0,960.0,0.0,0.0125,0.290972,0.021875,0.031944
638,960.0,960.0,1.0,0.520312,0.709722,0.060937,0.105556
638,960.0,960.0,0.0,0.806641,0.5875,0.064844,0.075
638,960.0,960.0,0.0,0.684375,0.020139,0.015625,0.0375
638,960.0,960.0,1.0,0.848047,0.015972,0.017969,0.029167
374,960.0,960.0,1.0,0.415625,0.38125,0.051562,0.076389
162,960.0,960.0,1.0,0.442188,0.411111,0.039062,0.075
604,960.0,960.0,1.0,0.024609,0.679861,0.044531,0.093056
610,960.0,960.0,1.0,0.387891,0.219444,0.028906,0.077778
610,960.0,960.0,1.0,0.452734,0.310417,0.030469,0.079167
610,960.0,960.0,0.0,0.491406,0.5,0.051562,0.088889
88,960.0,960.0,1.0,0.109375,0.677778,0.051562,0.147222
176,960.0,960.0,1.0,0.780469,0.434028,0.04375,0.090278
176,960.0,960.0,1.0,0.755859,0.597917,0.047656,0.109722
176,960.0,960.0,1.0,0.229297,0.411111,0.047656,0.066667
176,960.0,960.0,1.0,0.038281,0.571528,0.04375,0.090278
823,960.0,960.0,1.0,0.745658,0.720251,0.057072,0.158664
837,960.0,960.0,1.0,0.045238,0.840804,0.088095,0.126739
63,960.0,960.0,1.0,0.050781,0.252778,0.01875,0.044444
63,960.0,960.0,2.0,0.111719,0.583333,0.05,0.1
63,960.0,960.0,1.0,0.112891,0.361806,0.032031,0.0625
63,960.0,960.0,1.0,0.246875,0.476389,0.042188,0.080556
63,960.0,960.0,1.0,0.376953,0.415278,0.036719,0.066667
77,960.0,960.0,1.0,0.260937,0.420139,0.054688,0.084722
77,960.0,960.0,1.0,0.494141,0.079861,0.022656,0.043056
77,960.0,960.0,1.0,0.613281,0.104861,0.025,0.0375
189,960.0,960.0,1.0,0.361328,0.34375,0.057031,0.084722
770,960.0,960.0,1.0,0.409766,0.758333,0.0632813,0.141667
957,960.0,960.0,2.0,0.707422,0.576389,0.067969,0.127778
764,960.0,960.0,1.0,0.588672,0.704861,0.060156,0.156944
764,960.0,960.0,1.0,0.302344,0.409722,0.039062,0.116667
943,960.0,960.0,0.0,0.564453,0.396528,0.035156,0.073611
943,960.0,960.0,0.0,0.886719,0.240972,0.01875,0.029167
943,960.0,960.0,0.0,0.889844,0.129861,0.015625,0.031944
228,960.0,960.0,0.0,0.564844,0.509722,0.046875,0.116667
228,960.0,960.0,1.0,0.378906,0.11875,0.020313,0.029167
228,960.0,960.0,2.0,0.964453,0.13125,0.019531,0.040278
